text_id,text_type,sent_count,word_count,avg_sent_length,noun_ratio,verb_ratio,adj_ratio,max_consecutive_nouns,consecutive_nouns_groups,three_plus_consecutive_nouns,max_syntactic_depth,flesch_kincaid_grade,participles_count,gerunds_count,passive_constructions,modal_constructions,pointer_words,bureaucratic_phrases,complex_sentences,complex_sentences_ratio,avg_clause_length
532,paraphrased,9,141,15.666666666666666,42.5531914893617,14.184397163120568,10.638297872340425,3,47,1,5,14.107163120567375,1,0,3,5,0,0,1,0.1111111111111111,6.571428571428571
533,original,10,71,7.1,40.845070422535215,14.084507042253522,7.042253521126761,4,16,3,9,7.007887323943663,1,0,3,2,3,1,1,0.1,6.416666666666667
533,paraphrased,10,60,6.0,36.666666666666664,20.0,3.3333333333333335,2,18,0,4,5.609999999999999,2,1,2,1,0,0,1,0.1,5.090909090909091
534,original,10,136,13.6,44.11764705882353,12.5,8.823529411764707,2,41,0,10,12.76588235294118,1,0,1,5,10,2,1,0.1,8.8
534,paraphrased,9,151,16.77777777777778,38.41059602649007,13.245033112582782,6.622516556291391,2,44,0,8,13.65981604120677,1,1,1,5,7,2,1,0.1111111111111111,11.916666666666666
535,original,8,119,14.875,32.773109243697476,11.76470588235294,10.92436974789916,3,31,1,6,12.388676470588237,4,0,6,4,3,2,1,0.125,9.916666666666666
535,paraphrased,23,149,6.478260869565218,25.503355704697988,14.76510067114094,10.06711409395973,2,35,0,5,4.618257951561134,1,0,1,2,1,1,1,0.043478260869565216,5.3076923076923075
536,original,12,198,16.5,34.34343434343434,14.14141414141414,7.07070707070707,4,49,5,8,11.538787878787879,15,0,6,3,1,0,1,0.08333333333333333,8.909090909090908
536,paraphrased,10,186,18.6,33.33333333333333,11.827956989247312,8.064516129032258,3,51,1,5,11.864838709677421,8,1,8,1,0,0,1,0.1,10.222222222222221
537,original,17,125,7.352941176470588,36.8,16.8,14.399999999999999,3,34,2,7,9.523270588235295,2,1,1,1,1,1,1,0.058823529411764705,5.434782608695652
537,paraphrased,16,124,7.75,29.03225806451613,20.967741935483872,13.709677419354838,3,33,1,4,7.185000000000002,1,0,4,1,1,0,1,0.0625,4.64
538,original,13,368,28.307692307692307,19.83695652173913,3.804347826086957,4.076086956521739,3,55,4,7,8.333411371237457,6,0,0,0,5,0,1,0.07692307692307693,22.9375
538,paraphrased,8,217,27.125,15.207373271889402,6.912442396313365,3.686635944700461,3,23,3,8,7.843467741935484,6,0,2,0,4,0,1,0.125,12.333333333333334
539,original,10,91,9.1,43.956043956043956,14.285714285714285,8.791208791208792,4,29,3,6,13.513846153846153,1,1,1,2,1,2,1,0.1,6.066666666666666
539,paraphrased,9,98,10.88888888888889,41.83673469387755,13.26530612244898,11.224489795918368,3,33,1,6,13.083015873015878,0,1,1,1,2,1,1,0.1111111111111111,6.533333333333333
540,original,14,187,13.357142857142858,32.0855614973262,14.973262032085561,11.229946524064172,3,47,3,7,12.874667685255925,7,0,3,6,1,2,1,0.07142857142857142,7.1923076923076925
540,paraphrased,14,168,12.0,25.0,16.666666666666664,10.714285714285714,2,40,0,9,9.36,3,0,3,5,0,0,1,0.07142857142857142,6.36
541,original,13,190,14.615384615384615,42.10526315789473,11.578947368421053,7.368421052631578,4,58,4,10,10.905060728744939,2,1,5,3,4,1,1,0.07692307692307693,10.88888888888889
541,paraphrased,5,139,27.8,38.1294964028777,10.79136690647482,9.352517985611511,3,42,2,9,16.499928057553955,1,0,1,1,1,1,1,0.2,27.2
542,original,11,147,13.363636363636363,38.095238095238095,12.925170068027212,8.843537414965986,3,46,1,10,12.463246753246754,3,0,4,2,3,3,1,0.09090909090909091,7.35
542,paraphrased,19,181,9.526315789473685,35.35911602209944,8.83977900552486,8.287292817679557,2,50,0,7,8.015146845013085,3,0,1,1,0,3,1,0.05263157894736842,5.586206896551724
543,original,10,109,10.9,44.03669724770643,18.34862385321101,4.587155963302752,3,32,3,6,12.979266055045873,1,0,1,4,1,0,1,0.1,5.0
543,paraphrased,15,116,7.733333333333333,39.6551724137931,17.24137931034483,4.310344827586207,3,33,1,7,9.059425287356323,1,0,1,4,1,0,1,0.06666666666666667,4.1923076923076925
544,original,23,254,11.043478260869565,38.976377952755904,18.11023622047244,8.267716535433072,4,72,5,7,11.460872988702498,5,0,9,12,1,2,1,0.043478260869565216,5.7727272727272725
544,paraphrased,38,309,8.131578947368421,38.83495145631068,15.210355987055015,6.148867313915858,3,88,4,7,7.6136535513541155,3,1,10,9,1,1,1,0.02631578947368421,5.0508474576271185
545,original,15,126,8.4,38.095238095238095,19.841269841269842,5.555555555555555,3,38,1,7,10.543333333333333,5,0,6,6,2,0,1,0.06666666666666667,5.7272727272727275
545,paraphrased,17,135,7.9411764705882355,31.851851851851855,20.0,4.444444444444445,2,36,0,7,9.16281045751634,6,1,5,6,3,0,1,0.058823529411764705,5.08
546,original,13,161,12.384615384615385,27.95031055900621,15.527950310559005,3.7267080745341614,4,35,1,8,6.828394648829434,1,0,4,2,2,0,1,0.07692307692307693,6.28
546,paraphrased,17,166,9.764705882352942,28.313253012048197,14.457831325301203,2.4096385542168677,2,39,0,7,2.853798724309005,1,0,3,2,0,0,1,0.058823529411764705,5.6923076923076925
547,original,12,172,14.333333333333334,41.86046511627907,9.883720930232558,11.046511627906977,4,54,2,8,12.283643410852715,2,0,2,9,3,2,1,0.08333333333333333,7.3478260869565215
547,paraphrased,11,162,14.727272727272727,38.88888888888889,14.19753086419753,10.493827160493826,3,47,2,5,10.232895622895622,1,0,1,4,1,0,1,0.09090909090909091,6.954545454545454
548,original,16,188,11.75,36.17021276595745,11.170212765957446,4.787234042553192,4,48,2,8,6.99563829787234,5,0,4,1,2,2,1,0.0625,6.923076923076923
548,paraphrased,3,126,42.0,34.12698412698413,13.492063492063492,7.142857142857142,4,34,2,9,23.209999999999997,1,0,2,2,0,1,1,0.3333333333333333,13.11111111111111
549,original,10,132,13.2,38.63636363636363,15.909090909090908,3.787878787878788,3,37,1,8,12.900909090909092,8,0,8,3,0,1,1,0.1,7.764705882352941
549,paraphrased,8,114,14.25,35.08771929824561,16.666666666666664,2.631578947368421,2,31,0,7,10.324473684210528,2,0,8,0,0,0,1,0.125,7.066666666666666
550,original,11,85,7.7272727272727275,44.70588235294118,14.117647058823529,14.117647058823529,4,27,1,6,11.793636363636363,3,0,0,2,2,0,1,0.09090909090909091,5.3125
550,paraphrased,11,89,8.090909090909092,35.95505617977528,14.606741573033707,10.112359550561797,2,26,0,5,10.163319713993875,3,0,2,1,1,0,1,0.09090909090909091,6.071428571428571
551,original,17,189,11.117647058823529,47.61904761904761,9.523809523809524,6.349206349206349,3,70,2,6,9.968823529411765,3,0,14,6,1,2,1,0.058823529411764705,7.833333333333333
551,paraphrased,36,203,5.638888888888889,36.94581280788177,16.748768472906402,7.389162561576355,3,59,4,5,7.339789272030654,2,0,2,7,6,1,1,0.027777777777777776,4.4
552,original,10,128,12.8,36.71875,12.5,4.6875,3,35,2,8,11.416250000000002,4,0,1,1,1,1,1,0.1,6.05
552,paraphrased,15,123,8.2,35.77235772357724,13.821138211382115,3.2520325203252036,3,35,1,6,7.7002439024390235,1,1,1,1,0,0,1,0.06666666666666667,4.956521739130435
553,original,16,166,10.375,45.78313253012048,16.265060240963855,7.228915662650602,4,51,6,7,13.785451807228917,1,0,3,5,0,2,1,0.0625,6.916666666666667
553,paraphrased,19,144,7.578947368421052,32.63888888888889,15.972222222222221,6.944444444444445,2,40,0,5,7.507807017543861,1,0,3,3,0,0,1,0.05263157894736842,5.384615384615385
554,original,10,137,13.7,40.14598540145985,13.86861313868613,16.05839416058394,3,42,3,6,14.5592700729927,4,0,7,5,2,1,1,0.1,9.133333333333333
554,paraphrased,8,124,15.5,37.096774193548384,12.903225806451612,12.096774193548388,3,35,2,5,12.956774193548387,1,0,7,2,0,0,1,0.125,9.666666666666666
555,original,17,189,11.117647058823529,35.978835978835974,19.576719576719576,5.291005291005291,2,55,0,6,10.724379084967321,10,0,12,2,1,1,1,0.058823529411764705,8.5
555,paraphrased,18,177,9.833333333333334,42.93785310734463,11.864406779661017,6.779661016949152,5,54,4,6,9.163954802259891,4,1,7,5,0,0,1,0.05555555555555555,7.363636363636363
556,original,13,153,11.76923076923077,37.908496732026144,14.37908496732026,3.9215686274509802,7,41,2,8,7.973046757164408,6,0,8,4,15,0,1,0.07692307692307693,7.7368421052631575
556,paraphrased,17,180,10.588235294117647,38.333333333333336,11.11111111111111,4.444444444444445,5,53,3,8,6.690784313725491,4,0,6,7,14,0,1,0.058823529411764705,6.791666666666667
557,original,10,139,13.9,35.97122302158273,15.827338129496402,10.071942446043165,3,45,1,8,12.571510791366904,3,0,3,1,0,0,1,0.1,6.619047619047619
557,paraphrased,9,120,13.333333333333334,35.0,16.666666666666664,7.5,2,37,0,8,11.58666666666667,4,0,2,1,0,0,1,0.1111111111111111,7.866666666666666
558,original,20,194,9.7,36.08247422680412,15.463917525773196,10.824742268041238,3,57,2,8,10.043505154639174,10,0,7,8,1,1,1,0.05,6.689655172413793
558,paraphrased,14,163,11.642857142857142,36.19631901840491,15.337423312883436,12.269938650306749,2,51,0,8,11.824066608238386,5,0,5,4,0,0,1,0.07142857142857142,7.090909090909091
559,original,10,120,12.0,37.5,25.0,4.166666666666666,3,31,1,6,14.21,7,1,7,4,0,0,1,0.1,7.0
559,paraphrased,13,125,9.615384615384615,33.6,21.6,4.8,2,30,0,5,10.318492307692306,3,0,4,3,1,0,1,0.07692307692307693,6.555555555555555
560,original,12,122,10.166666666666666,53.278688524590166,7.377049180327869,9.836065573770492,4,38,9,9,14.211366120218578,6,0,1,8,0,0,1,0.08333333333333333,6.421052631578948
560,paraphrased,19,161,8.473684210526315,52.79503105590062,9.937888198757763,11.801242236024844,5,53,10,7,11.029450800915331,6,0,3,1,0,0,1,0.05263157894736842,6.038461538461538
561,original,17,229,13.470588235294118,42.35807860262008,11.790393013100436,11.353711790393014,4,69,3,8,15.134813768302084,1,0,9,7,0,2,1,0.058823529411764705,6.909090909090909
561,paraphrased,8,147,18.375,42.17687074829932,10.204081632653061,10.204081632653061,4,49,2,9,16.45464285714286,0,0,3,1,0,2,1,0.125,9.714285714285714
562,original,9,105,11.666666666666666,36.19047619047619,12.380952380952381,6.666666666666667,3,24,2,7,7.203333333333333,1,0,2,1,2,1,1,0.1111111111111111,8.153846153846153
562,paraphrased,6,74,12.333333333333334,33.78378378378378,17.56756756756757,8.108108108108109,3,18,1,8,9.306396396396398,1,0,3,2,1,1,1,0.16666666666666666,9.0
563,original,10,116,11.6,40.51724137931034,12.068965517241379,16.379310344827587,2,37,0,6,13.165172413793105,5,0,4,3,1,3,1,0.1,7.25
563,paraphrased,12,126,10.5,29.365079365079367,15.873015873015872,11.11111111111111,2,34,0,6,8.726666666666667,1,0,4,4,1,0,1,0.08333333333333333,6.2631578947368425
564,original,18,209,11.61111111111111,36.84210526315789,15.789473684210526,7.177033492822966,5,55,5,9,10.391632110579476,5,1,8,4,3,5,1,0.05555555555555555,7.321428571428571
564,paraphrased,19,197,10.368421052631579,33.50253807106599,16.243654822335024,4.568527918781726,5,48,5,8,8.185073470478226,1,0,2,1,2,3,1,0.05263157894736842,6.310344827586207
565,original,10,128,12.8,40.625,16.40625,4.6875,6,35,1,8,13.844375000000003,6,0,1,6,1,1,1,0.1,9.461538461538462
565,paraphrased,9,116,12.88888888888889,38.793103448275865,17.24137931034483,7.758620689655173,4,28,5,5,13.519961685823755,2,0,2,4,0,0,1,0.1111111111111111,7.928571428571429
566,original,18,226,12.555555555555555,33.6283185840708,19.469026548672566,9.29203539823009,3,61,2,8,12.245299901671586,4,0,8,9,2,1,1,0.05555555555555555,6.108108108108108
566,paraphrased,28,230,8.214285714285714,32.17391304347826,14.782608695652174,10.0,2,62,0,6,6.960621118012423,2,0,6,3,0,1,1,0.03571428571428571,5.1395348837209305
567,original,10,80,8.0,41.25,12.5,5.0,3,24,1,6,9.200000000000003,5,0,6,0,1,1,1,0.1,7.8
567,paraphrased,11,96,8.727272727272727,33.33333333333333,11.458333333333332,4.166666666666666,3,25,1,5,6.7111363636363635,4,0,7,0,2,1,1,0.09090909090909091,7.909090909090909
568,original,19,212,11.157894736842104,31.60377358490566,15.566037735849056,13.679245283018867,2,58,0,7,12.851211519364451,4,0,8,2,2,2,1,0.05263157894736842,6.235294117647059
568,paraphrased,18,179,9.944444444444445,31.28491620111732,16.75977653631285,11.731843575418994,2,51,0,5,11.015741775294845,3,1,8,1,0,2,1,0.05555555555555555,5.363636363636363
569,original,19,196,10.31578947368421,43.87755102040816,11.224489795918368,10.714285714285714,5,60,2,9,12.582180451127822,6,1,1,7,1,2,1,0.05263157894736842,7.538461538461538
569,paraphrased,23,199,8.652173913043478,50.753768844221106,9.045226130653267,6.532663316582915,3,71,5,7,9.208448765566963,4,1,0,3,0,1,1,0.043478260869565216,7.185185185185185
570,original,10,170,17.0,35.294117647058826,10.0,12.941176470588237,3,40,4,6,13.86058823529412,5,0,0,1,2,1,1,0.1,10.625
570,paraphrased,11,187,17.0,28.87700534759358,11.229946524064172,11.229946524064172,3,35,4,6,12.495026737967915,4,0,0,2,0,1,1,0.09090909090909091,8.714285714285714
571,original,10,90,9.0,27.77777777777778,16.666666666666664,5.555555555555555,3,19,1,5,6.176666666666666,5,0,2,3,1,1,1,0.1,5.625
571,paraphrased,5,85,17.0,28.235294117647058,15.294117647058824,5.88235294117647,2,19,0,11,8.919411764705881,2,0,0,1,0,0,1,0.2,8.88888888888889
572,original,20,186,9.3,41.39784946236559,10.21505376344086,13.978494623655912,2,65,0,7,13.718064516129036,7,0,6,5,5,0,1,0.05,4.609756097560975
572,paraphrased,23,184,8.0,39.130434782608695,10.326086956521738,11.41304347826087,2,62,0,7,10.414347826086956,2,0,3,4,5,0,1,0.043478260869565216,5.257142857142857
573,original,10,201,20.1,29.35323383084577,12.935323383084576,8.45771144278607,3,51,1,7,14.185373134328358,4,0,9,5,2,1,1,0.1,9.619047619047619
573,paraphrased,10,170,17.0,24.705882352941178,14.117647058823529,5.294117647058823,2,40,0,6,11.488823529411768,3,0,7,4,0,0,1,0.1,8.047619047619047
574,original,12,81,6.75,40.74074074074074,14.814814814814813,6.172839506172839,3,26,1,6,8.52574074074074,2,0,3,1,1,1,1,0.08333333333333333,6.833333333333333
574,paraphrased,10,120,12.0,36.666666666666664,15.0,7.5,2,35,0,9,9.870000000000001,3,0,4,1,3,0,1,0.1,8.76923076923077
575,original,18,150,8.333333333333334,36.666666666666664,11.333333333333332,11.333333333333332,5,38,4,6,10.92066666666667,3,1,5,4,0,1,1,0.05555555555555555,6.0
575,paraphrased,8,119,14.875,39.49579831932773,14.285714285714285,6.722689075630252,3,36,1,9,10.341617647058825,0,0,6,4,1,0,1,0.125,11.4
576,original,10,129,12.9,37.98449612403101,17.05426356589147,18.6046511627907,2,44,0,7,13.325116279069768,3,2,2,7,0,2,1,0.1,9.285714285714286
576,paraphrased,13,160,12.307692307692308,39.375,10.0,19.375,3,53,1,7,10.408846153846152,1,1,1,3,0,0,1,0.07692307692307693,8.705882352941176
577,original,9,141,15.666666666666666,36.17021276595745,18.439716312056735,9.219858156028367,3,39,3,6,13.213546099290781,3,2,0,1,2,1,1,0.1111111111111111,8.6875
577,paraphrased,18,141,7.833333333333333,35.46099290780142,17.02127659574468,8.51063829787234,3,39,3,6,8.164964539007094,3,0,1,0,2,1,1,0.05555555555555555,5.416666666666667
578,original,10,144,14.4,40.27777777777778,12.5,6.25,3,43,2,8,11.793333333333333,5,0,3,4,3,4,1,0.1,10.285714285714286
578,paraphrased,11,126,11.454545454545455,34.92063492063492,14.285714285714285,7.142857142857142,2,36,0,6,8.803939393939395,2,0,4,2,1,1,1,0.09090909090909091,7.117647058823529
579,original,19,187,9.842105263157896,40.106951871657756,12.834224598930483,6.951871657754011,3,60,4,6,0.9652772305094288,3,1,6,1,0,1,1,0.05263157894736842,7.48
579,paraphrased,24,187,7.791666666666667,37.967914438502675,17.647058823529413,8.02139037433155,3,56,2,6,7.980699643493761,2,2,6,1,0,1,1,0.041666666666666664,5.264705882352941
580,original,16,231,14.4375,38.095238095238095,13.41991341991342,12.121212121212121,2,73,0,7,14.71965909090909,3,0,7,4,1,1,1,0.0625,8.178571428571429
580,paraphrased,33,248,7.515151515151516,27.82258064516129,16.532258064516128,10.080645161290322,2,63,0,8,7.609511241446725,1,1,5,4,1,0,1,0.030303030303030304,5.55
581,original,14,167,11.928571428571429,34.13173652694611,13.17365269461078,4.790419161676647,3,50,1,6,10.594644995722842,5,0,5,2,0,1,1,0.07142857142857142,7.521739130434782
581,paraphrased,10,218,21.8,29.81651376146789,12.844036697247708,4.587155963302752,3,59,1,9,13.574220183486243,6,0,5,0,0,0,1,0.1,11.055555555555555
582,original,15,103,6.866666666666666,48.54368932038835,19.41747572815534,3.8834951456310676,4,26,6,7,8.313236245954691,9,1,6,1,2,2,1,0.06666666666666667,4.761904761904762
582,paraphrased,17,121,7.117647058823529,43.80165289256198,16.528925619834713,4.958677685950414,3,32,7,5,6.990311132717551,5,0,5,2,2,1,1,0.058823529411764705,4.541666666666667
583,original,9,172,19.11111111111111,36.627906976744185,11.627906976744185,5.813953488372093,4,50,3,8,13.01206718346253,2,1,7,6,5,4,1,0.1111111111111111,9.38888888888889
583,paraphrased,14,185,13.214285714285714,32.432432432432435,10.81081081081081,9.18918918918919,2,52,0,6,9.724169884169886,3,1,3,5,6,2,1,0.07142857142857142,7.083333333333333
584,original,13,184,14.153846153846153,35.869565217391305,10.869565217391305,12.5,4,52,1,7,12.304314381270903,2,1,10,4,2,0,1,0.07692307692307693,6.535714285714286
584,paraphrased,15,154,10.266666666666667,37.01298701298701,12.987012987012985,9.740259740259742,3,44,1,7,8.743333333333332,1,0,4,5,0,0,1,0.06666666666666667,5.62962962962963
585,original,12,287,23.916666666666668,37.97909407665505,10.104529616724738,6.620209059233449,4,85,6,9,15.275650406504067,4,0,13,1,1,2,1,0.08333333333333333,9.03125
585,paraphrased,11,233,21.181818181818183,38.62660944206009,10.72961373390558,5.150214592274678,3,73,2,9,11.764857588763167,2,0,9,0,0,0,1,0.09090909090909091,13.933333333333334
586,original,11,179,16.272727272727273,35.754189944134076,15.64245810055866,9.497206703910614,2,55,0,9,12.912844083291013,5,2,3,7,0,6,1,0.09090909090909091,10.529411764705882
586,paraphrased,17,184,10.823529411764707,41.30434782608695,13.043478260869565,9.239130434782608,3,66,1,7,8.082634271099746,3,1,1,3,0,0,1,0.058823529411764705,8.523809523809524
587,original,5,101,20.2,36.633663366336634,11.881188118811881,17.82178217821782,3,29,1,6,11.892178217821783,5,1,1,1,2,1,1,0.2,16.5
587,paraphrased,4,78,19.5,34.61538461538461,8.974358974358974,19.230769230769234,3,19,1,6,10.42153846153846,0,0,0,1,1,0,1,0.25,14.8
588,original,10,65,6.5,46.15384615384615,20.0,7.6923076923076925,2,22,0,7,12.860000000000003,3,0,2,2,1,0,1,0.1,4.0625
588,paraphrased,9,68,7.555555555555555,44.11764705882353,19.11764705882353,10.294117647058822,2,23,0,7,13.387777777777782,2,0,2,2,1,1,1,0.1111111111111111,4.533333333333333
589,original,11,176,16.0,35.79545454545455,9.090909090909092,5.113636363636364,4,44,3,7,8.685000000000002,5,1,3,4,2,2,1,0.09090909090909091,11.133333333333333
589,paraphrased,11,178,16.181818181818183,28.651685393258425,8.426966292134832,4.49438202247191,4,36,2,6,5.855965270684376,1,0,2,2,0,0,1,0.09090909090909091,9.470588235294118
590,original,10,104,10.4,32.69230769230769,13.461538461538462,19.230769230769234,2,30,0,6,13.67923076923077,6,0,6,1,0,1,1,0.1,6.933333333333334
590,paraphrased,11,88,8.0,32.95454545454545,11.363636363636363,17.045454545454543,2,25,0,5,11.891818181818184,3,0,3,1,0,1,1,0.09090909090909091,6.357142857142857
591,original,9,85,9.444444444444445,41.17647058823529,15.294117647058824,9.411764705882353,3,27,1,7,9.094575163398694,3,0,2,2,1,0,1,0.1111111111111111,6.916666666666667
591,paraphrased,10,81,8.1,46.913580246913575,13.580246913580247,7.4074074074074066,2,30,0,6,7.126666666666669,2,0,1,0,0,0,1,0.1,7.0
592,original,15,172,11.466666666666667,47.093023255813954,9.30232558139535,11.627906976744185,4,51,3,5,15.343333333333337,3,0,2,4,1,3,1,0.06666666666666667,8.142857142857142
592,paraphrased,27,195,7.222222222222222,43.58974358974359,9.743589743589745,12.82051282051282,4,55,6,7,9.81803418803419,1,1,4,1,1,1,1,0.037037037037037035,5.424242424242424
593,original,18,213,11.833333333333334,40.845070422535215,12.676056338028168,11.267605633802818,4,64,4,7,13.791455399061036,3,1,5,0,0,2,1,0.05555555555555555,5.916666666666667
593,paraphrased,17,209,12.294117647058824,39.23444976076555,11.961722488038278,9.090909090909092,4,64,2,6,12.09964255558683,1,1,4,0,0,0,1,0.058823529411764705,5.611111111111111
594,original,19,321,16.894736842105264,42.36760124610592,10.2803738317757,17.75700934579439,3,102,4,12,16.591947860304966,17,1,8,0,0,1,1,0.05263157894736842,10.620689655172415
594,paraphrased,26,219,8.423076923076923,37.89954337899543,7.76255707762557,15.068493150684931,3,62,4,6,6.687291886195997,6,0,4,0,0,0,1,0.038461538461538464,6.387096774193548
595,original,11,168,15.272727272727273,33.33333333333333,16.071428571428573,9.523809523809524,3,48,1,7,13.196363636363639,2,3,5,4,1,1,1,0.09090909090909091,6.76
595,paraphrased,10,153,15.3,30.065359477124183,14.37908496732026,9.15032679738562,2,43,0,6,10.507058823529416,1,1,3,2,0,0,1,0.1,8.352941176470589
596,original,9,125,13.88888888888889,36.0,16.0,13.600000000000001,3,38,1,7,13.463244444444445,2,0,6,9,1,1,1,0.1111111111111111,6.3
596,paraphrased,1,104,104.0,28.846153846153843,12.5,12.5,2,27,0,9,54.74461538461537,1,0,1,0,0,0,1,1.0,10.88888888888889
597,original,16,157,9.8125,38.853503184713375,10.828025477707007,12.101910828025478,4,45,3,7,10.771027070063695,5,0,1,3,0,2,1,0.0625,7.181818181818182
597,paraphrased,17,164,9.647058823529411,33.53658536585366,13.414634146341465,10.365853658536585,4,41,3,5,7.518895265423243,2,0,2,3,2,0,1,0.058823529411764705,6.04
598,original,14,285,20.357142857142858,32.98245614035088,13.333333333333334,6.315789473684211,3,77,2,7,13.392781954887216,10,0,4,5,0,1,1,0.07142857142857142,9.533333333333333
598,paraphrased,14,275,19.642857142857142,33.81818181818182,13.454545454545455,6.181818181818182,3,77,3,8,13.658337662337662,9,0,6,5,0,2,1,0.07142857142857142,9.714285714285714
599,original,13,120,9.23076923076923,41.66666666666667,15.0,10.0,3,31,5,8,13.665384615384614,5,1,3,4,1,1,1,0.07692307692307693,7.176470588235294
599,paraphrased,20,148,7.4,51.35135135135135,12.162162162162163,8.783783783783784,4,52,3,7,10.755945945945946,8,0,2,1,1,0,1,0.05,6.217391304347826
600,original,13,210,16.153846153846153,32.857142857142854,11.428571428571429,8.571428571428571,3,56,2,8,13.326923076923077,10,0,7,3,2,0,1,0.07692307692307693,8.75
600,paraphrased,12,184,15.333333333333334,33.15217391304348,14.130434782608695,9.782608695652174,3,50,2,7,13.122318840579712,4,1,7,2,1,0,1,0.08333333333333333,8.136363636363637
601,original,11,138,12.545454545454545,34.78260869565217,13.768115942028986,15.217391304347828,3,40,1,7,12.474031620553362,2,0,5,8,1,3,1,0.09090909090909091,7.666666666666667
601,paraphrased,25,160,6.4,26.875,15.625,10.625,2,38,0,5,6.93,0,2,5,6,0,2,1,0.04,4.6875
602,original,10,117,11.7,50.427350427350426,11.11111111111111,9.401709401709402,5,35,4,9,12.66,3,0,2,4,0,0,1,0.1,7.3125
602,paraphrased,8,118,14.75,46.61016949152542,13.559322033898304,9.322033898305085,5,34,3,13,14.208728813559322,0,0,3,4,0,0,1,0.125,7.1875
603,original,18,302,16.77777777777778,31.788079470198678,14.56953642384106,10.596026490066226,3,74,3,9,13.437299484915378,10,1,7,8,5,0,1,0.05555555555555555,7.5
603,paraphrased,23,235,10.217391304347826,25.957446808510635,18.72340425531915,7.659574468085106,3,49,2,7,6.819121184088807,3,1,12,4,1,0,1,0.043478260869565216,5.560975609756097
604,original,11,143,13.0,37.76223776223776,15.384615384615385,11.188811188811188,3,44,1,8,11.704405594405593,9,0,3,5,2,2,1,0.09090909090909091,8.6875
604,paraphrased,5,81,16.2,41.9753086419753,13.580246913580247,12.345679012345679,2,30,0,6,12.628518518518522,4,1,1,2,0,2,1,0.2,8.555555555555555
605,original,10,92,9.2,40.21739130434783,16.304347826086957,6.521739130434782,3,29,1,6,13.02304347826087,6,0,3,2,0,1,1,0.1,5.411764705882353
605,paraphrased,10,85,8.5,32.94117647058823,17.647058823529413,7.0588235294117645,2,24,0,5,11.883529411764705,4,0,2,1,0,0,1,0.1,4.823529411764706
606,original,10,135,13.5,40.74074074074074,14.074074074074074,5.9259259259259265,3,39,1,8,12.751111111111111,9,0,5,1,2,0,1,0.1,5.826086956521739
606,paraphrased,7,120,17.142857142857142,41.66666666666667,15.833333333333332,7.5,2,36,0,7,15.661428571428576,9,0,4,1,0,0,1,0.14285714285714285,5.95
607,original,12,123,10.25,37.39837398373984,13.821138211382115,1.6260162601626018,3,32,4,9,10.227682926829267,6,0,5,0,1,2,1,0.08333333333333333,9.071428571428571
607,paraphrased,12,111,9.25,33.33333333333333,13.513513513513514,1.8018018018018018,3,26,1,7,8.332297297297298,2,1,2,0,0,1,1,0.08333333333333333,7.642857142857143
608,original,10,173,17.3,35.26011560693642,12.716763005780345,8.670520231213873,3,51,1,6,12.190635838150289,6,2,3,12,0,1,1,0.1,7.863636363636363
608,paraphrased,17,136,8.0,36.029411764705884,13.970588235294118,8.088235294117647,3,40,1,5,5.086470588235294,3,0,0,7,0,0,1,0.058823529411764705,5.28
609,original,13,145,11.153846153846153,47.58620689655172,9.655172413793103,9.655172413793103,3,49,5,6,12.174509283819631,3,0,2,4,0,0,1,0.07692307692307693,7.894736842105263
609,paraphrased,20,173,8.65,32.947976878612714,15.606936416184972,5.780346820809249,4,48,1,6,7.234421965317917,3,0,3,3,0,0,1,0.05,5.961538461538462
610,original,15,210,14.0,41.42857142857143,15.714285714285714,6.666666666666667,3,70,3,8,9.370000000000001,3,1,2,5,2,1,1,0.06666666666666667,6.8
610,paraphrased,1,107,107.0,37.38317757009346,15.887850467289718,8.411214953271028,3,33,1,13,57.30065420560747,2,0,1,2,0,0,1,1.0,25.25
611,original,16,110,6.875,35.45454545454545,17.272727272727273,4.545454545454546,3,31,1,6,7.1675,5,0,2,2,0,1,1,0.0625,4.541666666666667
611,paraphrased,16,115,7.1875,32.17391304347826,16.52173913043478,5.217391304347826,2,31,0,7,6.775923913043478,5,0,2,1,0,1,1,0.0625,4.32
612,original,7,103,14.714285714285714,43.689320388349515,14.563106796116504,4.854368932038835,4,31,4,7,12.563259361997225,3,0,0,6,3,0,1,0.14285714285714285,8.23076923076923
612,paraphrased,8,109,13.625,45.87155963302752,5.5045871559633035,8.256880733944955,3,36,3,6,11.567454128440367,1,0,1,0,1,1,1,0.125,8.727272727272727
613,original,11,148,13.454545454545455,34.45945945945946,16.216216216216218,15.54054054054054,4,42,1,8,15.656191646191647,6,0,2,3,1,1,1,0.09090909090909091,6.681818181818182
613,paraphrased,16,117,7.3125,37.60683760683761,13.675213675213676,6.837606837606838,4,36,1,5,8.958557692307693,1,0,4,3,0,1,1,0.0625,5.5
614,original,19,183,9.631578947368421,34.97267759562842,9.836065573770492,6.557377049180328,3,50,2,6,7.219232096635036,4,0,2,1,2,0,1,0.05263157894736842,8.714285714285714
614,paraphrased,20,143,7.15,41.25874125874126,11.888111888111888,7.6923076923076925,4,42,3,6,8.661923076923078,3,0,6,3,1,0,1,0.05,6.136363636363637
