text_id,text_type,sent_count,word_count,avg_sent_length,noun_ratio,verb_ratio,adj_ratio,max_consecutive_nouns,consecutive_nouns_groups,three_plus_consecutive_nouns,max_syntactic_depth,flesch_kincaid_grade,participles_count,gerunds_count,passive_constructions,modal_constructions,pointer_words,bureaucratic_phrases,complex_sentences,complex_sentences_ratio,avg_clause_length
1739,original,13,100,7.6923076923076925,49.0,8.0,10.0,3,35,3,8,10.26415384615385,1,0,5,2,2,2,1,0.07692307692307693,5.0
1739,paraphrased,8,101,12.625,45.54455445544555,6.9306930693069315,9.900990099009901,3,35,2,7,12.512599009900992,1,0,0,0,2,1,1,0.125,7.0
1740,original,9,144,16.0,38.19444444444444,13.88888888888889,11.805555555555555,3,40,1,6,15.568333333333335,2,0,6,3,0,3,1,0.1111111111111111,6.590909090909091
1740,paraphrased,14,135,9.642857142857142,32.592592592592595,14.814814814814813,7.4074074074074066,3,36,1,6,9.142539682539681,1,0,3,0,0,0,1,0.07142857142857142,5.565217391304348
1741,original,10,118,11.8,34.74576271186441,13.559322033898304,7.627118644067797,3,29,3,8,11.025254237288134,5,0,5,9,1,1,1,0.1,5.9
1741,paraphrased,8,106,13.25,39.62264150943396,15.09433962264151,9.433962264150944,3,32,1,8,12.035,5,0,2,7,0,0,1,0.125,5.777777777777778
1742,original,20,274,13.7,26.642335766423358,13.86861313868613,5.109489051094891,3,60,3,7,8.24394160583942,3,3,6,0,0,5,1,0.05,6.7073170731707314
1742,paraphrased,21,320,15.238095238095237,22.1875,18.75,3.75,3,59,3,6,9.012797619047621,19,1,7,1,0,5,1,0.047619047619047616,8.82857142857143
1743,original,11,97,8.818181818181818,40.20618556701031,18.556701030927837,14.432989690721648,3,34,1,6,12.200534208059981,4,0,2,3,1,1,1,0.09090909090909091,5.105263157894737
1743,paraphrased,7,100,14.285714285714286,36.0,18.0,16.0,2,33,0,7,14.232857142857146,2,0,1,4,1,0,1,0.14285714285714285,6.25
1744,original,17,156,9.176470588235293,41.66666666666667,14.102564102564102,16.025641025641026,5,43,8,6,10.7520814479638,2,0,6,2,1,2,1,0.058823529411764705,6.25
1744,paraphrased,25,165,6.6,38.18181818181819,15.757575757575756,12.121212121212121,3,51,1,7,8.124545454545455,4,0,4,1,0,0,1,0.04,4.875
1745,original,10,106,10.6,41.509433962264154,15.09433962264151,11.320754716981133,4,31,2,7,14.672264150943398,4,0,3,0,2,1,1,0.1,5.888888888888889
1745,paraphrased,1,103,103.0,33.00970873786408,14.563106796116504,5.825242718446602,3,26,1,6,54.25951456310679,2,0,5,0,0,0,1,1.0,20.4
1746,original,10,170,17.0,57.05882352941176,5.294117647058823,10.0,4,61,11,13,15.441764705882353,4,1,1,1,1,4,1,0.1,10.375
1746,paraphrased,29,166,5.724137931034483,45.78313253012048,6.024096385542169,7.83132530120482,4,49,6,6,6.500984628167846,3,0,1,1,1,2,1,0.034482758620689655,4.484848484848484
1747,original,11,154,14.0,33.116883116883116,6.493506493506493,11.688311688311687,3,41,2,6,9.13727272727273,3,0,3,1,3,1,1,0.09090909090909091,7.45
1747,paraphrased,21,165,7.857142857142857,32.121212121212125,3.0303030303030303,12.727272727272727,4,39,3,5,3.6622077922077914,2,0,0,1,1,1,1,0.047619047619047616,5.166666666666667
1748,original,12,374,31.166666666666668,12.032085561497325,4.81283422459893,1.8716577540106951,2,42,0,6,9.291729055258468,12,1,3,1,2,1,1,0.08333333333333333,8.142857142857142
1748,paraphrased,21,319,15.19047619047619,27.89968652037618,5.329153605015674,3.1347962382445136,3,69,2,7,3.091131512165994,5,0,1,6,0,0,1,0.047619047619047616,9.333333333333334
1749,original,17,178,10.470588235294118,48.31460674157304,7.865168539325842,5.056179775280898,4,46,10,15,8.285743555849304,7,0,2,2,17,1,1,0.058823529411764705,7.076923076923077
1749,paraphrased,16,166,10.375,50.602409638554214,10.240963855421686,4.216867469879518,4,53,8,17,8.168584337349397,7,0,2,2,16,1,1,0.0625,6.541666666666667
1750,original,19,152,8.0,41.44736842105263,15.131578947368421,8.552631578947368,3,53,2,9,10.017894736842106,2,0,2,2,6,2,1,0.05263157894736842,6.04
1750,paraphrased,16,163,10.1875,35.58282208588957,11.65644171779141,8.588957055214724,3,50,1,7,9.03503834355828,1,0,0,1,6,2,1,0.0625,6.782608695652174
1751,original,12,148,12.333333333333334,30.405405405405407,11.486486486486488,26.351351351351347,2,43,0,8,16.003693693693698,8,0,1,1,1,1,1,0.08333333333333333,9.125
1751,paraphrased,11,148,13.454545454545455,33.78378378378378,12.162162162162163,25.0,2,43,0,8,16.96159705159705,8,0,2,2,0,2,1,0.09090909090909091,8.166666666666666
1752,original,10,117,11.7,37.60683760683761,24.786324786324787,4.273504273504273,3,30,1,6,13.952307692307695,6,1,7,4,0,0,1,0.1,6.823529411764706
1752,paraphrased,15,144,9.6,28.47222222222222,19.444444444444446,4.166666666666666,2,33,0,5,7.643333333333338,3,0,3,3,0,0,1,0.06666666666666667,7.333333333333333
1753,original,14,199,14.214285714285714,29.145728643216078,11.557788944723619,7.035175879396985,3,45,1,7,8.274931801866476,3,0,9,1,21,1,1,0.07142857142857142,10.473684210526315
1753,paraphrased,14,212,15.142857142857142,25.471698113207548,13.20754716981132,5.188679245283019,3,42,2,7,8.345579514824802,2,0,6,2,19,1,1,0.07142857142857142,9.619047619047619
1754,original,24,105,4.375,48.57142857142857,11.428571428571429,11.428571428571429,3,34,2,6,12.2775,3,0,2,2,0,5,1,0.041666666666666664,4.08
1754,paraphrased,22,123,5.590909090909091,36.58536585365854,12.195121951219512,9.75609756097561,2,36,0,5,7.898137472283814,1,0,0,2,0,2,1,0.045454545454545456,4.75
1755,original,11,151,13.727272727272727,33.11258278145696,11.258278145695364,13.90728476821192,4,35,3,7,10.521318482841664,6,0,5,0,8,1,1,0.09090909090909091,10.428571428571429
1755,paraphrased,19,204,10.736842105263158,30.392156862745097,14.215686274509803,7.352941176470589,3,52,2,7,7.8548916408668745,10,0,2,1,5,1,1,0.05263157894736842,6.193548387096774
1756,original,10,101,10.1,41.584158415841586,13.861386138613863,6.9306930693069315,3,29,2,6,11.749108910891092,2,0,2,4,2,3,1,0.1,7.214285714285714
1756,paraphrased,11,89,8.090909090909092,39.325842696629216,14.606741573033707,7.865168539325842,4,23,2,5,8.841971399387134,1,0,4,5,0,0,1,0.09090909090909091,5.733333333333333
1757,original,13,125,9.615384615384615,40.0,13.600000000000001,12.8,3,41,2,9,11.93129230769231,4,1,2,2,1,1,1,0.07692307692307693,6.25
1757,paraphrased,7,101,14.428571428571429,43.56435643564357,7.920792079207921,16.831683168316832,2,37,0,10,13.663889674681759,2,0,0,5,0,0,1,0.14285714285714285,8.818181818181818
1758,original,14,308,22.0,43.18181818181818,11.03896103896104,8.766233766233766,4,80,15,9,17.01,8,0,9,4,9,2,1,0.07142857142857142,11.96
1758,paraphrased,11,133,12.090909090909092,37.59398496240601,6.015037593984962,9.022556390977442,3,33,3,9,9.971244019138759,0,0,1,6,5,0,1,0.09090909090909091,6.833333333333333
1759,original,10,90,9.0,43.333333333333336,6.666666666666667,3.3333333333333335,3,28,2,6,11.870000000000001,3,0,1,2,1,0,1,0.1,5.0
1759,paraphrased,5,79,15.8,43.037974683544306,2.5316455696202533,13.924050632911392,3,24,2,9,13.044177215189872,1,0,1,4,1,0,1,0.2,10.571428571428571
1760,original,11,136,12.363636363636363,33.088235294117645,15.441176470588236,13.970588235294118,3,39,1,7,11.962406417112302,5,1,1,1,1,3,1,0.09090909090909091,11.5
1760,paraphrased,14,139,9.928571428571429,28.776978417266186,15.827338129496402,12.23021582733813,2,37,0,5,8.410256937307299,4,0,1,0,0,0,1,0.07142857142857142,6.894736842105263
1761,original,12,182,15.166666666666666,39.56043956043956,11.538461538461538,9.340659340659341,5,53,5,8,14.977948717948717,1,0,2,6,3,1,1,0.08333333333333333,8.619047619047619
1761,paraphrased,14,224,16.0,38.392857142857146,10.267857142857142,7.142857142857142,3,66,4,9,14.010000000000002,0,0,2,6,2,1,1,0.07142857142857142,7.75
1762,original,10,110,11.0,38.18181818181819,16.363636363636363,9.090909090909092,3,32,1,8,14.04090909090909,4,0,7,4,0,1,1,0.1,7.857142857142857
1762,paraphrased,10,108,10.8,34.25925925925926,10.185185185185185,10.185185185185185,2,30,0,7,9.876666666666669,3,1,6,1,0,1,1,0.1,6.928571428571429
1763,original,16,204,12.75,47.05882352941176,14.705882352941178,3.9215686274509802,5,70,5,8,13.39088235294118,6,0,2,4,0,0,1,0.0625,8.24
1763,paraphrased,17,181,10.647058823529411,42.5414364640884,16.022099447513813,2.209944751381215,3,59,4,8,8.807562560935978,4,0,2,2,1,0,1,0.058823529411764705,8.45
1764,original,12,171,14.25,39.76608187134503,18.71345029239766,8.771929824561402,4,47,3,10,13.492894736842107,3,0,3,2,1,1,1,0.08333333333333333,6.576923076923077
1764,paraphrased,16,175,10.9375,37.142857142857146,13.714285714285715,9.142857142857142,3,48,3,8,8.26275,1,0,7,2,1,1,1,0.0625,6.038461538461538
1765,original,16,143,8.9375,48.25174825174825,11.888111888111888,5.594405594405594,4,44,5,6,12.903924825174826,5,0,7,4,1,2,1,0.0625,5.615384615384615
1765,paraphrased,13,152,11.692307692307692,36.18421052631579,13.815789473684212,5.263157894736842,2,44,0,7,9.9851012145749,1,0,4,1,1,0,1,0.07692307692307693,5.346153846153846
1766,original,13,119,9.153846153846153,36.97478991596639,15.126050420168067,10.084033613445378,3,33,2,7,11.292805429864252,1,0,3,2,3,2,1,0.07692307692307693,5.666666666666667
1766,paraphrased,16,129,8.0625,34.10852713178294,13.953488372093023,7.751937984496124,3,33,2,7,7.585436046511628,2,0,3,2,2,1,1,0.0625,4.321428571428571
1767,original,20,1017,50.85,18.780727630285153,3.343166175024582,2.753195673549656,3,161,3,8,18.391932153392336,5,0,4,0,0,0,1,0.05,17.135593220338983
1767,paraphrased,16,179,11.1875,27.932960893854748,18.435754189944134,10.614525139664805,3,44,1,6,10.041738826815642,2,0,4,4,0,0,1,0.0625,5.363636363636363
1768,original,19,201,10.578947368421053,33.83084577114428,14.427860696517413,11.442786069651742,3,57,1,6,9.759175176747839,1,0,4,2,2,3,1,0.05263157894736842,6.566666666666666
1768,paraphrased,18,224,12.444444444444445,42.410714285714285,8.482142857142858,10.714285714285714,3,81,2,6,8.482222222222223,0,1,0,0,1,0,1,0.05555555555555555,8.037037037037036
1769,original,16,279,17.4375,31.182795698924732,17.921146953405017,6.093189964157706,4,67,3,12,12.788965053763441,8,0,8,3,1,2,1,0.0625,8.028571428571428
1769,paraphrased,30,298,9.933333333333334,29.53020134228188,20.13422818791946,6.375838926174497,4,72,1,7,8.600827740492168,5,0,7,2,3,0,1,0.03333333333333333,5.053571428571429
1770,original,19,184,9.68421052631579,40.76086956521739,13.043478260869565,9.782608695652174,3,59,2,9,9.476018306636156,9,0,0,1,14,0,1,0.05263157894736842,7.4
1770,paraphrased,15,162,10.8,36.41975308641975,14.19753086419753,8.641975308641975,3,44,2,8,8.943333333333332,5,0,0,1,13,0,1,0.06666666666666667,7.75
1771,original,17,177,10.411764705882353,43.50282485875706,16.94915254237288,5.084745762711865,5,48,10,8,6.985373878364907,4,0,2,3,4,2,1,0.058823529411764705,7.375
1771,paraphrased,16,186,11.625,35.483870967741936,17.20430107526882,8.064516129032258,4,50,5,9,7.925725806451613,3,1,5,3,0,1,1,0.0625,6.76
1772,original,17,222,13.058823529411764,40.54054054054054,10.36036036036036,9.00900900900901,5,68,3,13,6.906979332273448,5,1,4,6,6,1,1,0.058823529411764705,8.461538461538462
1772,paraphrased,24,231,9.625,35.4978354978355,13.41991341991342,7.792207792207792,3,65,3,7,4.604318181818183,6,1,3,7,3,1,1,0.041666666666666664,6.588235294117647
1773,original,9,175,19.444444444444443,46.285714285714285,14.285714285714285,8.0,4,58,7,9,15.780222222222221,3,0,5,4,0,1,1,0.1111111111111111,8.8
1773,paraphrased,16,178,11.125,41.01123595505618,15.168539325842698,6.179775280898876,3,58,2,7,10.878117977528092,3,0,5,1,0,0,1,0.0625,5.25
1774,original,18,156,8.666666666666666,40.38461538461539,17.94871794871795,9.615384615384617,4,45,6,8,13.835641025641024,3,1,4,4,0,0,1,0.05555555555555555,5.413793103448276
1774,paraphrased,20,167,8.35,29.34131736526946,18.562874251497004,8.982035928143713,4,38,2,8,9.258053892215571,2,1,10,6,0,0,1,0.05,4.676470588235294
1775,original,18,190,10.555555555555555,31.05263157894737,17.894736842105264,11.578947368421053,3,50,1,7,10.51093567251462,4,0,8,3,1,1,1,0.05555555555555555,5.277777777777778
1775,paraphrased,10,111,11.1,31.53153153153153,18.91891891891892,6.306306306306306,3,27,1,6,11.224864864864866,1,0,7,1,0,0,1,0.1,5.3
1776,original,10,151,15.1,35.76158940397351,13.245033112582782,17.880794701986755,3,45,2,8,15.769271523178809,3,0,3,2,3,2,1,0.1,7.894736842105263
1776,paraphrased,9,117,13.0,36.75213675213676,12.82051282051282,18.803418803418804,2,35,0,6,13.884358974358975,1,0,1,2,2,0,1,0.1111111111111111,6.647058823529412
1777,original,18,153,8.5,45.751633986928105,9.803921568627452,16.33986928104575,5,51,5,10,10.950196078431372,6,0,3,3,8,0,1,0.05555555555555555,6.954545454545454
1777,paraphrased,15,171,11.4,31.57894736842105,8.771929824561402,12.280701754385964,5,43,1,7,7.450350877192982,0,0,2,4,7,0,1,0.06666666666666667,7.636363636363637
1778,original,21,173,8.238095238095237,38.15028901734104,14.450867052023122,4.624277456647398,3,49,4,8,6.640030278007156,1,1,6,2,1,1,1,0.047619047619047616,5.666666666666667
1778,paraphrased,19,160,8.421052631578947,40.0,15.625,3.125,3,49,2,9,6.470526315789474,1,1,7,1,1,1,1,0.05263157894736842,5.846153846153846
1779,original,11,106,9.636363636363637,44.339622641509436,15.09433962264151,16.9811320754717,4,32,5,7,13.794219554030878,1,0,5,7,1,2,1,0.09090909090909091,5.888888888888889
1779,paraphrased,13,128,9.846153846153847,32.8125,16.40625,11.71875,3,31,3,5,10.398701923076924,1,0,4,4,1,2,1,0.07692307692307693,6.368421052631579
1780,original,10,157,15.7,33.75796178343949,7.643312101910828,7.006369426751593,3,45,1,9,9.381019108280253,3,0,2,6,1,1,1,0.1,10.928571428571429
1780,paraphrased,8,178,22.25,25.842696629213485,7.303370786516854,8.426966292134832,3,39,2,6,11.815898876404496,4,0,2,4,1,1,1,0.125,14.0
1781,original,14,157,11.214285714285714,43.94904458598726,12.738853503184714,2.547770700636943,4,55,2,9,12.060454959053686,4,1,3,5,6,4,1,0.07142857142857142,7.476190476190476
1781,paraphrased,17,184,10.823529411764707,44.02173913043478,12.5,4.891304347826087,3,65,1,7,11.095677749360615,4,0,2,2,6,0,1,0.058823529411764705,6.68
1782,original,18,153,8.5,32.6797385620915,15.032679738562091,15.686274509803921,3,41,1,6,9.797254901960784,5,0,4,4,0,2,1,0.05555555555555555,5.8076923076923075
1782,paraphrased,2,98,49.0,39.795918367346935,11.224489795918368,11.224489795918368,3,30,1,6,30.76714285714286,0,0,0,0,0,1,1,0.5,13.571428571428571
1783,original,15,158,10.533333333333333,36.075949367088604,15.18987341772152,12.025316455696203,4,43,2,6,12.856413502109707,5,1,4,5,0,4,1,0.06666666666666667,6.541666666666667
1783,paraphrased,5,141,28.2,34.751773049645394,12.056737588652481,8.51063829787234,2,34,0,8,18.884468085106388,1,0,0,0,0,1,1,0.2,10.461538461538462
1784,original,13,93,7.153846153846154,37.634408602150536,15.053763440860216,9.67741935483871,3,26,2,7,9.574019851116624,3,0,3,1,0,2,1,0.07692307692307693,4.894736842105263
1784,paraphrased,12,88,7.333333333333333,39.77272727272727,14.772727272727273,13.636363636363635,3,26,1,5,10.89030303030303,1,0,4,0,0,1,1,0.08333333333333333,5.0588235294117645
1785,original,11,76,6.909090909090909,38.15789473684211,15.789473684210526,9.210526315789473,3,19,1,6,12.622440191387557,5,1,2,3,0,0,1,0.09090909090909091,5.428571428571429
1785,paraphrased,14,115,8.214285714285714,36.52173913043478,13.91304347826087,11.304347826086957,3,28,2,5,8.311925465838513,2,1,1,4,0,0,1,0.07142857142857142,6.111111111111111
1786,original,16,117,7.3125,38.46153846153847,13.675213675213676,5.128205128205128,3,35,2,8,10.03548076923077,4,0,1,1,1,1,1,0.0625,4.6
1786,paraphrased,15,153,10.2,33.33333333333333,18.30065359477124,2.6143790849673203,3,39,2,7,6.968823529411768,4,0,3,1,0,0,1,0.06666666666666667,5.666666666666667
1787,original,11,141,12.818181818181818,34.751773049645394,12.76595744680851,17.73049645390071,3,41,2,8,12.385048355899421,2,0,2,6,1,1,1,0.09090909090909091,5.384615384615385
1787,paraphrased,20,144,7.2,29.86111111111111,15.277777777777779,15.277777777777779,2,38,0,6,7.493333333333336,3,0,1,4,0,0,1,0.05,4.34375
1788,original,11,107,9.727272727272727,32.71028037383177,14.018691588785046,16.822429906542055,3,31,1,7,9.763355989804587,3,0,8,1,0,1,1,0.09090909090909091,6.9375
1788,paraphrased,1,83,83.0,32.53012048192771,9.63855421686747,12.048192771084338,2,26,0,10,45.74614457831325,0,0,0,0,0,0,1,1.0,16.0
1789,original,16,204,12.75,33.82352941176471,9.803921568627452,14.215686274509803,3,55,1,13,11.167352941176471,3,0,14,2,4,5,1,0.0625,7.846153846153846
1789,paraphrased,14,208,14.857142857142858,27.884615384615387,8.653846153846153,11.057692307692307,2,49,0,6,8.840494505494508,4,1,4,3,2,0,1,0.07142857142857142,8.956521739130435
1790,original,16,146,9.125,27.397260273972602,16.43835616438356,3.4246575342465753,4,32,2,6,4.794417808219176,4,0,6,4,4,3,1,0.0625,6.3478260869565215
1790,paraphrased,17,138,8.117647058823529,26.08695652173913,19.565217391304348,2.1739130434782608,2,29,0,4,3.807953964194372,1,0,6,3,1,2,1,0.058823529411764705,5.954545454545454
1791,original,15,184,12.266666666666667,38.04347826086957,16.304347826086957,5.434782608695652,3,48,3,9,14.328115942028983,7,0,10,2,0,1,1,0.06666666666666667,7.1923076923076925
1791,paraphrased,20,200,10.0,37.0,17.5,3.5000000000000004,3,54,2,6,9.864,6,0,7,2,0,0,1,0.05,5.8125
1792,original,11,233,21.181818181818183,39.91416309012876,10.72961373390558,8.15450643776824,3,75,3,9,14.829235271166606,3,0,3,0,3,2,1,0.09090909090909091,11.7
1792,paraphrased,36,251,6.972222222222222,35.45816733067729,9.56175298804781,9.163346613545817,3,71,2,8,3.7255931828242623,2,0,2,0,0,0,1,0.027777777777777776,5.409090909090909
1793,original,12,215,17.916666666666668,41.86046511627907,13.488372093023257,15.348837209302326,3,76,2,13,16.497635658914735,3,0,7,14,1,1,1,0.08333333333333333,8.6
1793,paraphrased,1,132,132.0,34.84848484848485,7.575757575757576,18.939393939393938,4,35,1,15,70.39181818181818,0,0,0,0,0,1,1,1.0,30.75
1794,original,17,116,6.823529411764706,41.37931034482759,15.517241379310345,9.482758620689655,3,37,1,8,8.676937119675458,6,1,3,4,1,3,1,0.058823529411764705,5.523809523809524
1794,paraphrased,12,134,11.166666666666666,36.56716417910448,16.417910447761194,11.194029850746269,2,41,0,8,11.682885572139305,5,0,1,3,2,1,1,0.08333333333333333,7.222222222222222
1795,original,10,114,11.4,35.96491228070175,11.403508771929824,22.807017543859647,3,34,1,6,14.278421052631579,3,0,4,6,2,0,1,0.1,7.125
1795,paraphrased,10,94,9.4,31.914893617021278,14.893617021276595,18.085106382978726,1,30,0,4,11.629148936170214,1,0,4,2,2,0,1,0.1,4.842105263157895
1796,original,12,130,10.833333333333334,32.30769230769231,13.076923076923078,7.6923076923076925,2,35,0,9,9.663589743589746,4,0,3,4,1,3,1,0.08333333333333333,8.533333333333333
1796,paraphrased,12,120,10.0,28.333333333333332,13.333333333333334,6.666666666666667,2,30,0,7,7.190000000000001,1,0,3,2,0,1,1,0.08333333333333333,6.294117647058823
1797,original,11,147,13.363636363636363,38.775510204081634,15.646258503401361,7.482993197278912,3,44,2,5,17.091818181818187,3,1,3,2,0,4,1,0.09090909090909091,7.7368421052631575
1797,paraphrased,20,148,7.4,37.16216216216216,14.864864864864865,10.135135135135135,3,41,1,6,8.315405405405404,0,0,2,3,0,0,1,0.05,4.866666666666666
1798,original,14,101,7.214285714285714,49.504950495049506,19.801980198019802,3.9603960396039604,4,26,6,7,8.892390381895332,9,1,6,1,2,2,1,0.07142857142857142,4.95
1798,paraphrased,15,108,7.2,33.33333333333333,17.59259259259259,2.7777777777777777,3,26,3,5,4.965555555555557,2,0,2,2,1,0,1,0.06666666666666667,4.2727272727272725
1799,original,13,187,14.384615384615385,32.62032085561498,18.71657754010695,11.229946524064172,4,47,3,7,15.679313039901277,3,3,9,5,2,2,1,0.07692307692307693,7.153846153846154
1799,paraphrased,16,132,8.25,31.818181818181817,24.242424242424242,7.575757575757576,3,33,1,5,11.125909090909094,1,0,6,3,0,1,1,0.0625,5.521739130434782
1800,original,17,145,8.529411764705882,42.758620689655174,11.724137931034482,7.586206896551724,3,46,3,6,7.212636916835702,1,0,4,4,2,1,1,0.058823529411764705,6.590909090909091
1800,paraphrased,18,151,8.38888888888889,39.0728476821192,10.596026490066226,6.622516556291391,2,46,0,6,4.069345106696101,0,0,1,2,2,0,1,0.05555555555555555,5.48
1801,original,16,151,9.4375,45.033112582781456,9.271523178807946,10.596026490066226,4,52,3,7,11.658551324503314,5,0,1,4,3,2,1,0.0625,5.357142857142857
1801,paraphrased,11,114,10.363636363636363,44.73684210526316,12.280701754385964,9.649122807017543,2,40,0,7,13.686555023923443,4,1,1,2,0,1,1,0.09090909090909091,6.166666666666667
1802,original,11,85,7.7272727272727275,42.35294117647059,12.941176470588237,5.88235294117647,3,29,1,6,11.793636363636363,2,0,5,2,2,4,1,0.09090909090909091,6.384615384615385
1802,paraphrased,17,135,7.9411764705882355,42.22222222222222,11.851851851851853,8.148148148148149,3,43,2,6,8.291699346405228,2,0,4,1,1,2,1,0.058823529411764705,6.631578947368421
1803,original,22,299,13.590909090909092,29.09698996655518,14.046822742474916,10.367892976588628,3,77,1,9,10.730538157494681,11,0,7,9,2,1,1,0.045454545454545456,6.5
1803,paraphrased,39,277,7.102564102564102,26.353790613718413,14.801444043321299,9.386281588447654,2,68,0,7,6.884025733592523,5,0,7,6,0,0,1,0.02564102564102564,4.245901639344262
1804,original,10,177,17.7,37.28813559322034,11.299435028248588,16.38418079096045,4,50,5,9,17.748135593220336,5,1,2,7,0,1,1,0.1,10.411764705882353
1804,paraphrased,7,96,13.714285714285714,35.41666666666667,12.5,6.25,3,25,2,5,13.754642857142859,1,1,0,4,0,0,1,0.14285714285714285,8.181818181818182
1805,original,15,176,11.733333333333333,39.20454545454545,18.181818181818183,7.386363636363637,3,52,2,7,12.851666666666667,1,0,4,4,2,3,1,0.06666666666666667,6.8076923076923075
1805,paraphrased,9,158,17.555555555555557,35.44303797468354,15.822784810126583,8.227848101265822,3,41,1,6,15.570056258790437,0,0,3,8,4,2,1,0.1111111111111111,9.0
1806,original,11,123,11.181818181818182,43.90243902439025,14.634146341463413,8.94308943089431,3,40,2,6,16.77164079822617,4,0,6,0,1,0,1,0.09090909090909091,7.117647058823529
1806,paraphrased,11,135,12.272727272727273,40.0,16.296296296296298,7.4074074074074066,3,42,1,5,13.257474747474749,3,0,6,1,0,0,1,0.09090909090909091,6.1
1807,original,24,105,4.375,48.57142857142857,11.428571428571429,11.428571428571429,3,34,2,6,12.2775,3,0,2,2,0,5,1,0.041666666666666664,4.08
1807,paraphrased,22,126,5.7272727272727275,31.746031746031743,13.492063492063492,9.523809523809524,2,32,0,5,7.940303030303031,2,0,1,2,0,1,1,0.045454545454545456,4.5
1808,original,16,252,15.75,51.19047619047619,11.507936507936508,5.158730158730158,5,64,19,10,10.551666666666666,8,0,6,2,0,0,1,0.0625,8.923076923076923
1808,paraphrased,26,289,11.115384615384615,51.55709342560554,7.958477508650519,5.190311418685121,5,86,16,8,6.360771892467394,8,0,6,2,0,0,1,0.038461538461538464,7.542857142857143
1809,original,10,134,13.4,26.865671641791046,14.925373134328357,5.970149253731343,3,27,1,7,7.972686567164182,5,1,6,2,3,1,1,0.1,6.631578947368421
1809,paraphrased,11,127,11.545454545454545,23.62204724409449,17.322834645669293,3.937007874015748,2,24,0,7,5.593750894774519,5,0,4,1,6,1,1,0.09090909090909091,5.7
1810,original,24,105,4.375,48.57142857142857,11.428571428571429,11.428571428571429,3,34,2,6,12.2775,3,0,2,2,0,5,1,0.041666666666666664,4.08
1810,paraphrased,24,123,5.125,39.02439024390244,9.75609756097561,10.569105691056912,3,34,1,5,8.211524390243902,1,0,1,1,0,4,1,0.041666666666666664,4.0
1811,original,11,189,17.181818181818183,22.22222222222222,11.11111111111111,17.46031746031746,3,38,1,9,13.623131313131314,3,1,7,3,0,6,1,0.09090909090909091,9.3
1811,paraphrased,14,115,8.214285714285714,19.130434782608695,9.565217391304348,13.91304347826087,2,19,0,5,4.440621118012423,2,0,1,2,0,3,1,0.07142857142857142,6.235294117647059
1812,original,16,107,6.6875,36.44859813084112,17.75700934579439,4.672897196261682,3,31,1,6,6.830385514018694,5,0,2,2,0,1,1,0.0625,4.608695652173913
1812,paraphrased,16,103,6.4375,33.980582524271846,19.41747572815534,5.825242718446602,2,30,0,7,7.527779126213591,5,0,2,2,0,0,1,0.0625,4.478260869565218
1813,original,16,171,10.6875,40.35087719298245,21.052631578947366,4.678362573099415,3,49,6,6,11.662521929824564,3,0,3,0,0,3,1,0.0625,5.758620689655173
1813,paraphrased,25,180,7.2,35.55555555555556,16.666666666666664,5.555555555555555,4,45,7,6,7.7500000000000036,2,0,4,0,3,3,1,0.04,4.205128205128205
1814,original,10,83,8.3,45.78313253012048,18.072289156626507,4.819277108433735,3,23,4,5,6.6756626506024155,3,0,2,2,1,1,1,0.1,5.928571428571429
1814,paraphrased,10,92,9.2,45.65217391304348,18.478260869565215,4.3478260869565215,3,28,2,5,7.453478260869563,2,1,2,1,1,1,1,0.1,5.75
1815,original,17,273,16.058823529411764,34.43223443223443,17.582417582417584,9.157509157509157,3,80,1,10,10.070180995475116,13,2,7,6,9,0,1,0.058823529411764705,8.272727272727273
1815,paraphrased,21,238,11.333333333333334,38.655462184873954,17.22689075630252,8.823529411764707,2,75,0,9,8.67666666666667,9,2,9,5,7,0,1,0.047619047619047616,8.555555555555555
1816,original,11,152,13.818181818181818,36.18421052631579,17.105263157894736,5.921052631578947,3,40,2,7,11.379617224880384,3,0,8,5,8,3,1,0.09090909090909091,10.714285714285714
1816,paraphrased,11,130,11.818181818181818,36.92307692307693,16.153846153846153,5.384615384615385,3,34,3,7,9.574475524475524,3,0,4,4,1,1,1,0.09090909090909091,9.461538461538462
1817,original,12,117,9.75,36.75213675213676,8.547008547008547,10.256410256410255,3,30,2,6,6.946538461538463,4,0,1,2,1,0,1,0.08333333333333333,8.428571428571429
1817,paraphrased,3,144,48.0,32.63888888888889,9.027777777777777,7.638888888888889,3,34,2,7,24.10166666666667,4,0,0,4,0,0,1,0.3333333333333333,18.714285714285715
1818,original,13,158,12.153846153846153,38.607594936708864,13.924050632911392,8.860759493670885,3,44,4,6,9.626163583252193,4,0,1,2,3,2,1,0.07692307692307693,7.523809523809524
1818,paraphrased,13,168,12.923076923076923,38.69047619047619,15.476190476190476,8.928571428571429,3,49,2,6,10.221538461538461,4,0,2,2,3,1,1,0.07692307692307693,7.217391304347826
1819,original,13,337,25.923076923076923,39.16913946587537,2.0771513353115725,8.605341246290802,5,94,7,7,10.45759187400137,2,0,2,2,11,1,1,0.07692307692307693,11.64
1819,paraphrased,10,339,33.9,38.64306784660767,3.2448377581120944,7.374631268436578,5,87,7,10,13.84849557522124,0,0,2,3,10,1,1,0.1,13.818181818181818
