jaccard,bleu_1,bleu_2,bleu_3,bleu_4,meteor,rouge_1,rouge_2,rouge_l,sent_count_diff,sent_count_ratio,avg_sent_len_diff,avg_sent_len_ratio,pos_distrib_similarity
0.6459627329192547,0.6453862139281261,0.5358210896882604,0.4537514220097387,0.37547377589772746,0.5820984796572763,0.5820895472419,0.4214711679709418,0.5771144228637906,4,1.2857142857142858,6.023809523809524,0.724400871459695,0.9936190762761129
0.39436619718309857,0.5,0.3057710499039266,0.20038391455692114,0.12616151043094467,0.41959361728950384,0.41249999500078127,0.1515151465233141,0.3749999950007813,1,0.9,1.4777777777777779,1.1201445347786811,0.9872939709517242
0.5391304347826087,0.5241935483870968,0.3627381250550058,0.26122962203110595,0.17684419463893086,0.3977252693068449,0.4097222172231868,0.16853932085847761,0.3958333283342979,2,0.8181818181818182,5.464646464646467,1.2473708276177413,0.94180196366996
0.43661971830985913,0.46616541353383456,0.2911311524300391,0.1760429739480991,0.044669714270223794,0.4064439967414157,0.40963854921759324,0.1818181768186921,0.40963854921759324,2,1.1666666666666667,0.5,0.95,0.9342138977933672
0.19327731092436976,0.273741798635242,0.19719135299906312,0.15293273328910786,0.11731527409914914,0.2772547684264819,0.33620689165911116,0.16949152066647527,0.33620689165911116,0,1.0,8.555555555555555,0.641860465116279,0.8871950010669116
0.33043478260869563,0.22253458591593112,0.13264519619465184,0.09059796135531487,0.04996938887331749,0.2127467501203659,0.30697673946738785,0.11070110235427097,0.2883720883045971,12,0.07692307692307693,134.53846153846155,9.172897196261683,0.8985586164192737
0.4117647058823529,0.6393966493249508,0.5476245927981346,0.46315765244067475,0.38434483955281173,0.6235861383209906,0.6582278431301075,0.44444443948576673,0.6329113874339048,0,1.0,1.9000000000000004,0.8602941176470588,0.9797961070140729
0.4090909090909091,0.39436619718309857,0.27984612693364946,0.20646888010051004,0.13795408616698765,0.40660390617054964,0.3924050583712547,0.19889502265010237,0.3924050583712547,2,1.2222222222222223,0.5757575757575744,1.0466830466830466,0.8409460577713468
0.6557377049180327,0.7,0.5753327315023755,0.48440865564008656,0.40589495735525655,0.7451344264564584,0.65359476624717,0.45989304313191687,0.65359476624717,2,0.8181818181818182,4.171717171717171,1.4060963618485742,0.9790576516781099
0.3185840707964602,0.21153846153846154,0.1278085143291179,0.0880024891126846,0.062005397865446836,0.31209239440026965,0.2392344449531834,0.09486165529847389,0.2392344449531834,4,1.4,6.471428571428573,1.5348288075560805,0.8156458461608538
0.42342342342342343,0.3362573099415205,0.20107154084659343,0.12908372855077135,0.07389420492148316,0.27980456509393364,0.2971014443131695,0.09264304677560926,0.2826086906899812,20,2.4285714285714284,8.22689075630252,0.550091911764706,0.7886574840045053
0.31645569620253167,0.5620915032679739,0.3846021537244257,0.29007817004304665,0.22019853718553753,0.47793586611767985,0.41290322080665975,0.19895287458238547,0.39999999500020816,3,1.25,1.8833333333333346,0.8441379310344826,0.8980234747984671
0.6455696202531646,0.5459460351774892,0.43250121220568083,0.34458731333250725,0.27460834892139685,0.5159800903513142,0.6486486436604822,0.3589743539875083,0.6486486436604822,3,0.8125,0.6105769230769234,1.0495900039047248,0.9428238430890696
0.7227722772277227,0.6410256410256411,0.46914245245500763,0.3632576722871034,0.268948875444559,0.7021014400802016,0.6693877501121199,0.3703703653772291,0.6693877501121199,10,1.5,1.0499999999999998,0.8813559322033898,0.9279219591792927
0.4098360655737705,0.5058195508434115,0.38074100399074406,0.2864273133525118,0.21556467457171583,0.4059376012560645,0.4684014820254005,0.2456140301261928,0.4460966493116458,7,1.7,13.029411764705882,0.5262032085561498,0.9837801214956162
0.4351145038167939,0.5606694560669456,0.388288883556602,0.2794376483089189,0.1942320401931906,0.47928076207618336,0.46938775010782546,0.19199999501027573,0.45578230793095476,6,1.5454545454545454,7.304812834224599,0.6580725907384231,0.9590413611691547
0.4270833333333333,0.520158199344177,0.3654505992783677,0.2662159629028221,0.1962557969318219,0.4007181328545781,0.455696197538856,0.1993569082060774,0.43037974184265343,5,1.5,7.566666666666668,0.6606875934230194,0.9573796364112638
0.3698630136986301,0.38836434119780167,0.2401900799972929,0.16221952649683255,0.10999945427623181,0.34278865925702356,0.3851851803061728,0.11920529317310664,0.37037036549135804,6,0.45454545454545453,6.199999999999999,1.6199999999999999,0.9587156254075878
0.5,0.6126724021121681,0.5293580813039294,0.46170213025538653,0.4034000702488163,0.5911515433198312,0.640624995,0.4402515673272418,0.640624995,12,0.3333333333333333,10.61111111111111,2.705357142857143,0.9435302997231229
0.5327102803738317,0.6065573770491803,0.4654327391368398,0.37275537038909595,0.2999870563822846,0.5851038018628046,0.5702127609618834,0.3356643306643357,0.5702127609618834,1,0.9090909090909091,2.2090909090909108,1.1372881355932205,0.9837545980768544
0.22330097087378642,0.22152807461351484,0.12834885304671836,0.08520381099147861,0.05519246761497882,0.1999575388933265,0.2719298198214836,0.06315789006488184,0.236842100523238,9,0.1,120.3,6.299559471365639,0.9337387319328145
0.6310679611650486,0.5728155339805825,0.46983353141436984,0.3941166457604541,0.32699964192050923,0.5686308316783996,0.5634920584920635,0.3684210476335268,0.5634920584920635,13,1.9285714285714286,6.013227513227513,0.5592398681403917,0.9694538692597254
0.7307692307692307,0.49224806201550386,0.39388365138678855,0.3349759091891015,0.2845877563226257,0.5888778655706339,0.5918367297022075,0.39843749500488285,0.5918367297022075,7,1.7,4.223529411764705,0.782292298362644,0.8400026779355113
0.5869565217391305,0.6174863387978142,0.48032195611782486,0.3745047042270014,0.27434746168375435,0.7640689912158057,0.568306005929111,0.34905659877402995,0.568306005929111,1,0.9444444444444444,2.9869281045751643,1.3840336134453783,0.9173321437318057
0.4413793103448276,0.44047619047619047,0.30981343401281297,0.23278880657163017,0.16804300552867227,0.4373817677295534,0.46625766371240923,0.23310022811004083,0.4601226943872559,5,1.2777777777777777,0.7198067632850229,1.0518260869565217,0.9147428158047662
0.4444444444444444,0.4,0.2533443922584931,0.1694527056140478,0.10153972130701779,0.3595996578007603,0.4122137354722919,0.14754097861387336,0.3740457965409941,7,1.5384615384615385,3.03846153846154,0.8520599250936329,0.8222943459014349
0.4482758620689655,0.5571189323229045,0.4281577702722585,0.330283105594282,0.23295489820411996,0.48557009628054587,0.47863247364161005,0.27067668673638984,0.46153845654759296,2,0.8,1.5250000000000004,1.177325581395349,0.9908312795207468
0.5816326530612245,0.7040919171527523,0.5680746795580955,0.4654442366525425,0.3823740152016331,0.620854991077922,0.6301369813014741,0.4106463828362417,0.62100456121015,3,0.85,1.3735294117647072,1.1625478593804388,0.984346475578013
0.4444444444444444,0.4065573770491803,0.3167048854523247,0.2583545874568623,0.19792333375290624,0.5090949423247559,0.4462809868461854,0.2829581944810331,0.438016524036268,8,1.6153846153846154,0.1684981684981679,0.9885315382697583,0.89830941742565
0.3274336283185841,0.34403669724770647,0.1824660898008104,0.1096554412820175,0.048937358836591685,0.35912254622747675,0.35406698071747444,0.1302681943042529,0.33492822473661327,9,1.9,2.4263157894736853,0.825444907232109,0.9377176124469219
0.4578313253012048,0.4367816091954023,0.3217370302438379,0.2503493727353668,0.1994906353574037,0.5033916849015317,0.4148936120263695,0.25454544954545455,0.4148936120263695,1,1.0909090909090908,2.4090909090909083,1.199248120300752,0.8981372826337862
0.42857142857142855,0.41916167664670656,0.26110706465666716,0.17356429974146212,0.11088305317660883,0.3260694227131019,0.3853210959191147,0.1311475359839427,0.3669724720659036,11,3.2,20.3625,0.33887987012987014,0.9686595552634617
0.7397260273972602,0.7400242875163567,0.6155846946475394,0.5107024804220532,0.4243452337129035,0.7248129235875863,0.6666666616794205,0.4588744538820487,0.6363636313763903,2,1.1666666666666667,3.2619047619047628,0.7724252491694351,0.9899511473248197
0.5051546391752577,0.4759036144578313,0.339662440081176,0.2600534421025082,0.18776473187384535,0.41344711499170894,0.4043715797067694,0.12962962465706465,0.37158469446086784,6,2.0,11.999999999999998,0.535483870967742,0.8629115729979283
0.5185185185185185,0.6308077371082754,0.5074735972957354,0.41238095911013495,0.32346953723129696,0.6129807692307693,0.6007067087859757,0.3964496991595182,0.6007067087859757,0,1.0,0.7692307692307683,0.952153110047847,0.9932412063937761
0.35294117647058826,0.25,0.14744195615489714,0.059225851669068304,0.020268178404199994,0.22227048942948166,0.2253521076800239,0.04999999501953174,0.1971830935955169,6,0.4,17.5,2.5217391304347827,0.9114526744011666
0.4090909090909091,0.4849531034578389,0.3678100254754286,0.2757930424358801,0.19475446143669461,0.39239576919630337,0.5041322264923845,0.24827585716409042,0.5041322264923845,4,0.75,0.3958333333333339,1.0324786324786326,0.9800136095303782
0.6582278481012658,0.6158940397350994,0.4975794526046158,0.4160901553027858,0.3323446374255622,0.5170232652929964,0.5526315739489075,0.3725490146097655,0.5350877142997846,2,1.105263157894737,0.5664160401002505,0.9621059691482227,0.9217175051196594
0.40540540540540543,0.3536896022232378,0.22035155502670947,0.14795241578860724,0.09367385029893288,0.2831985252969853,0.4318181769217746,0.1588235245572666,0.371212116315714,11,0.26666666666666666,30.566666666666666,2.704460966542751,0.9536962502299435
0.803030303030303,0.8125,0.7174434687764969,0.6520144760047847,0.595730929314226,0.7993804411686162,0.7699530466485928,0.5846153796165682,0.7699530466485928,6,1.4,3.3238095238095244,0.7333842627960274,0.9891597546449127
0.3125,0.4462809917355372,0.2924674171299166,0.19619170705042868,0.12493856127165377,0.4979128335515622,0.4107142808434312,0.16666666173472236,0.37499999512914545,0,1.0,3.4000000000000004,1.3908045977011494,0.9085955863516182
0.7228915662650602,0.680952380952381,0.562174439343009,0.4728048944053847,0.3871305853651865,0.7834790136733996,0.6893203833570554,0.5263157844782068,0.6893203833570554,3,0.8333333333333334,4.277777777777779,1.4400000000000002,0.9587607129841316
0.6206896551724138,0.6492122662884019,0.5492961861885077,0.47253431172206894,0.4061727463714304,0.5886168129483783,0.6845637534273231,0.4772727223043647,0.6845637534273231,6,0.5384615384615384,5.340659340659341,1.5785714285714287,0.9764933024009188
0.391304347826087,0.43333333333333335,0.26419435595432544,0.15176286635887407,0.08186514098878168,0.36384840848431604,0.4205128155161079,0.14545454045619852,0.4102564052596976,3,1.2727272727272727,1.3766233766233782,0.8861439312567131,0.9313364418638754
0.36538461538461536,0.28345445891720245,0.14546693984918116,0.0736454820215252,0.0427310926629076,0.2478176262527839,0.345454540692562,0.10447760715861015,0.32727272251074385,7,0.5882352941176471,1.988235294117647,1.1601895734597156,0.9164970938465239
0.6785714285714286,0.8196834912095897,0.7273710934644775,0.6580883703321958,0.5978982378801089,0.8238379963898917,0.7581699296424452,0.5977011444279298,0.7058823479430989,0,1.0,0.1999999999999993,0.981981981981982,0.995089869383385
0.5373134328358209,0.40764331210191085,0.2342542662247328,0.14427928825667385,0.06548670609695857,0.4607419267747597,0.434210521346953,0.09302325083085478,0.38157894239958456,2,0.8333333333333334,6.949999999999999,1.7942857142857143,0.8901329991072977
0.34234234234234234,0.30864197530864196,0.17856231848145138,0.11919154955218783,0.08529147898720135,0.43990270954882743,0.3743842315552428,0.13877550531811764,0.36453201480647435,4,1.4,4.857142857142858,1.3885714285714286,0.8447367623283552
0.3619047619047619,0.3557312252964427,0.21583292365085785,0.14023215288879437,0.09235532335938164,0.324107239864486,0.38392856642897005,0.14532871472803263,0.38392856642897005,1,1.0769230769230769,3.2252747252747263,1.2172464840858623,0.835786943798966
0.3963963963963964,0.3575949367088608,0.22851742379894505,0.15931994683427533,0.09617177513080026,0.4005760583346338,0.36781608698639195,0.14024389749275004,0.32950191074118124,6,1.5,0.027777777777775015,0.9984202211690365,0.9145571656267524
0.7662337662337663,0.8297872340425532,0.7236083586965499,0.6402993646487631,0.5534090753081838,0.8479756125223288,0.8235294067656271,0.57915057415125,0.8054298592543151,0,1.0,0.5714285714285712,1.0444444444444445,0.9851145717823108
0.6621621621621622,0.7407407407407407,0.6541263619871277,0.5859000884408484,0.5205620237532811,0.7609780439121758,0.7486033469629537,0.5887445837491802,0.7486033469629537,2,1.2222222222222223,1.8282828282828305,0.8895668090298962,0.9684636614775981
0.5214285714285715,0.3747412008281574,0.2349477970569356,0.15555450485280609,0.08775099112662048,0.33928885042978285,0.30722891066555386,0.08095237595521573,0.2951807178944695,1,0.9523809523809523,8.578571428571427,1.5509174311926606,0.8844784126432327
0.7017543859649122,0.7874015748031497,0.6707784709055377,0.5859783887467153,0.5088732572127893,0.8117858994732198,0.7167630007818504,0.5418719161823875,0.7167630007818504,2,0.8181818181818182,3.1111111111111107,1.2828282828282829,0.9941934126383117
0.525,0.6027397260273972,0.4513141468426321,0.3563246290134295,0.2832762002170903,0.6135946839901796,0.562499995,0.2894736792166821,0.531249995,0,1.0,0.8333333333333321,1.0735294117647058,0.9882593293010468
0.4155844155844156,0.3765234841623935,0.19540565223285028,0.07056757637582668,0.023025215719703673,0.26436695387885734,0.28776977921639674,0.02484471559893619,0.2733812900077636,6,0.45454545454545453,9.472727272727273,1.883050847457627,0.9550660000904138
0.4117647058823529,0.25831419320192966,0.1535756992963638,0.09387024245697942,0.056054824085959534,0.19622907614045285,0.3430962295029849,0.12707181852736504,0.33472802866616486,3,0.8421052631578947,6.463815789473685,0.6997249388753056,0.9380858463416066
